"","EXER_AMT","AGE_TYPE","RENT_HR","RENT_TYPE","park","holiday","RENT_SPOT","GENDER_CD","USE_CNT","CARBON_AMT","MOVE_TIME"
"463",179.67,"5","2","1","0","0","3","1","1",1.62,65
"464",46.27,"5","2","1","1","0","2","1","1",0.29,13
"465",11.66,"4","2","1","0","0","3","1","1",0.08,5
"466",81.06,"2","1","1","0","0","1","1","0",0.58,14
"467",56.25,"1","5","1","0","0","3","0","0",0.57,25
"468",50.09,"5","4","0","0","0","2","0","1",0.53,37
"469",69.65,"2","4","0","1","1","2","0","1",0.63,13
"470",33.98,"3","1","1","0","0","3","0","1",0.31,70
"471",58.85,"4","5","1","1","0","2","0","1",0.43,13
"472",49.29,"2","6","1","0","0","3","1","1",0.44,12
"473",16.47,"4","5","1","0","1","3","1","1",0.14,4
"474",29.44,"5","2","1","1","1","2","0","1",0.27,77
"475",89.73,"4","1","1","1","0","2","1","0",0.73,22
"476",229.3,"2","4","0","0","1","3","0","1",2.86,179
"477",45.82,"2","5","1","0","1","3","1","1",0.41,14
"478",99.28,"4","4","0","0","1","1","0","1",0.89,25
"479",80.81,"3","5","0","1","0","2","0","1",0.86,16
"480",17.5,"4","5","1","0","1","3","1","1",0.16,4
"481",74.67,"4","5","1","0","0","3","1","1",0.6,102
"482",532.82,"2","5","0","0","0","2","0","1",4.8,120
"483",162.95,"5","2","0","1","1","1","0","1",1.91,92
"484",27.24,"3","5","1","0","0","2","1","1",0.25,13
"485",139.41,"3","6","0","1","1","1","1","1",0.93,23
"486",120.72,"5","2","1","0","0","1","0","1",1.09,67
"487",27.09,"3","5","1","1","1","1","1","1",0.18,53
"488",3.73,"4","6","1","0","0","3","0","1",0.04,10
"489",393.79,"2","5","1","1","1","2","0","0",3.98,81
"490",18.6,"4","3","0","1","1","3","1","1",0.14,5
"491",161.83,"4","3","1","0","1","3","0","1",1.72,86
"492",0.77,"5","4","0","0","0","1","1","1",0.01,37
"493",261.36,"5","6","1","1","1","2","0","1",2.55,70
"494",102.91,"3","4","0","0","1","3","1","1",0.83,40
"495",60.23,"2","4","0","1","1","1","0","1",0.54,28
"496",93.16,"3","3","1","0","0","1","1","1",0.83,35
"497",76.29,"4","4","1","1","1","1","0","0",0.97,62
"498",235.73,"3","5","1","1","0","1","1","0",2.11,42
"499",150.71,"3","6","1","0","1","3","1","1",0.93,25
"500",63.76,"2","4","0","1","1","2","0","1",0.73,35
"501",38.35,"1","5","0","1","1","2","0","1",0.35,11
"502",43.56,"3","6","1","1","0","2","0","1",0.45,49
"503",73.2,"4","4","1","1","1","2","1","1",0.54,25
"504",17.39,"5","5","1","0","1","3","1","1",0.13,3
"505",22.4,"2","2","1","0","0","3","1","1",0.15,6
"506",71.67,"2","5","1","0","0","3","1","0",0.56,11
"507",408.71,"3","5","1","1","0","2","0","0",4.19,102
"508",31.28,"5","4","0","1","1","2","0","1",0.31,13
"509",70.82,"1","5","0","1","1","2","1","1",0.57,6
"510",75.39,"5","2","1","1","0","2","1","1",0.59,12
"511",75.3,"5","5","1","1","0","1","1","1",0.55,13
"512",20.33,"2","3","1","0","0","3","1","1",0.18,7
"513",0,"2","3","1","1","0","2","0","1",0,2
"514",143.31,"3","3","0","1","1","3","0","1",1.29,55
"515",14.12,"5","2","1","0","0","3","1","1",0.13,9
"516",261.72,"2","2","1","0","1","3","0","1",2.95,71
"517",36.37,"3","5","1","1","0","2","1","0",0.31,14
"518",34.45,"2","4","1","1","1","2","0","1",0.4,11
"519",67.46,"3","4","1","1","0","3","1","1",0.53,13
"520",11.43,"3","3","1","0","1","3","0","1",0.12,5
"521",32.43,"4","4","1","1","0","1","0","1",0.29,13
"522",44.21,"2","4","1","1","1","2","0","1",0.46,13
"523",465.8,"2","4","0","1","0","2","1","0",4.1,132
"524",251.14,"3","6","0","1","1","2","1","1",2.1,64
"525",20.2,"2","3","0","1","1","2","1","1",0.15,4
"526",28.43,"4","1","1","1","0","2","1","1",0.22,5
"527",215.81,"3","5","0","1","1","3","1","1",2.14,55
"528",61.58,"3","4","1","1","0","1","1","1",0.4,11
"529",26.14,"2","6","0","1","0","2","1","1",0.2,6
"530",137.14,"1","4","1","1","0","3","1","1",1.09,33
"531",29.94,"3","3","1","0","0","2","1","1",0.24,7
"532",254.57,"1","5","0","1","1","1","1","1",2.29,113
"533",211.56,"3","2","0","1","1","2","0","1",2.21,89
"534",246.84,"3","6","1","0","0","2","1","1",2.01,39
"535",34.02,"2","1","1","0","0","2","1","1",0.25,8
"536",118.65,"3","4","1","0","0","2","1","0",0.82,164
"537",67.95,"4","5","1","0","1","1","1","1",0.61,15
"538",32.69,"4","4","1","0","0","3","0","1",0.29,7
"539",13.47,"2","2","1","0","0","3","0","1",0.15,5
"540",217.54,"3","5","1","1","0","1","1","1",1.96,64
"541",40.87,"5","6","1","1","0","2","0","1",0.4,21
"542",119.7,"1","3","1","1","1","3","1","1",0.78,20
"543",39.06,"4","1","1","0","0","2","1","1",0.32,9
"544",69.57,"1","3","0","0","0","3","1","1",0.63,26
"545",106.56,"4","4","0","1","1","1","1","1",1.01,25
"546",312.22,"4","4","0","1","1","1","1","1",1.99,109
"547",51.28,"3","4","1","0","1","3","0","1",0.6,42
"548",30.76,"5","4","1","1","1","2","1","1",0.25,15
"549",11.05,"3","4","1","0","0","2","1","1",0.1,6
"550",40.06,"2","5","1","1","1","2","1","1",0.28,9
"551",66.92,"2","4","0","1","1","2","0","1",0.6,15
"552",26.25,"4","4","1","0","1","3","0","1",0.24,9
"553",15.76,"1","2","1","0","1","3","0","1",0.16,4
"554",276.28,"4","2","0","1","1","2","1","1",2.25,163
"555",37.91,"4","3","1","0","1","3","1","1",0.34,9
"556",11.07,"3","5","1","0","0","3","1","1",0.1,2
"557",39.7,"2","3","1","0","1","3","0","1",0.36,14
"558",94.49,"2","6","0","1","0","2","1","0",0.81,35
"559",30.37,"4","4","1","1","0","1","0","1",0.27,13
"560",401,"5","3","0","1","0","1","1","1",3.61,118
"561",31.4,"3","3","1","1","1","2","0","1",0.28,14
"562",41.55,"5","2","0","1","1","2","1","1",0.35,92
"563",49.29,"3","3","1","1","0","2","0","1",0.51,20
"564",301.03,"5","3","1","0","1","3","1","1",2.45,72
"565",21,"3","1","1","0","0","3","0","1",0.18,7
"566",877.01,"4","4","0","1","1","1","1","0",6.19,146
"567",144.15,"5","2","1","0","0","1","1","1",1.22,48
"568",32.11,"2","5","1","0","1","3","0","1",0.4,13
"569",22.49,"2","3","1","0","0","3","1","1",0.18,5
"570",98.31,"3","3","1","0","0","3","1","0",0.75,56
"571",259.68,"3","6","1","1","0","2","1","0",2.07,51
"572",29.2,"2","2","1","0","1","3","1","1",0.22,4
"573",39.92,"3","6","1","1","0","1","1","1",0.39,12
"574",99.23,"2","1","1","0","0","3","1","0",0.73,13
"575",193.78,"3","4","0","0","1","3","0","1",2.42,69
"576",6.3,"3","6","1","1","0","2","1","1",0.05,56
"577",80.53,"4","5","1","1","0","1","1","1",0.73,17
"578",9.27,"1","4","1","0","0","3","1","1",0.08,1
"579",70.73,"3","3","0","0","1","3","1","1",0.61,18
"580",773.65,"5","5","1","1","1","1","1","1",5.74,61
"581",26,"2","1","1","1","0","2","0","1",0.23,6
"582",22.96,"3","2","0","1","1","3","0","1",0.29,102
"583",293.28,"2","4","0","0","1","3","1","1",2.64,65
"584",43.83,"5","5","1","1","0","1","1","1",0.32,114
"585",696.22,"2","3","0","1","0","1","1","1",5.91,99
"586",419.77,"2","2","0","0","1","2","1","0",3.56,91
"587",95.55,"4","6","1","1","0","2","0","1",0.87,24
"588",113.41,"3","5","1","1","1","1","1","1",0.9,51
"589",31.58,"2","6","1","1","0","3","1","0",0.27,13
"590",293.39,"5","1","1","0","1","3","1","1",2.39,54
"591",124.7,"3","1","1","1","1","3","1","1",1.09,26
"592",22.24,"5","1","1","0","0","2","1","1",0.17,4
"593",110.27,"5","5","1","1","1","1","1","1",0.95,24
"594",90.81,"4","6","1","1","0","1","1","1",0.67,80
"595",170.99,"5","1","1","1","0","2","0","1",1.47,46
"596",205.04,"4","5","0","1","1","1","0","1",2,117
"597",11.09,"2","2","1","0","0","1","1","1",0.08,3
"598",158.01,"3","5","1","1","0","1","0","0",1.42,35
"599",12.67,"5","3","1","0","0","3","1","1",0.11,3
"600",72.73,"4","3","0","1","0","1","0","1",0.77,31
"601",69.34,"2","3","0","1","0","2","0","1",0.68,32
"602",151.13,"2","3","0","1","1","1","0","1",1.36,46
"603",76.48,"5","3","1","1","0","2","1","1",0.61,55
"604",14.66,"5","5","1","1","1","1","1","1",0.13,3
"605",55.16,"4","2","1","0","1","1","1","1",0.46,44
"606",88.6,"4","3","1","0","0","3","0","1",0.8,19
"607",113.27,"4","4","1","1","0","2","1","0",0.65,38
"608",58.94,"2","6","1","1","1","3","1","1",0.53,8
"609",28.44,"2","2","1","1","1","2","0","1",0.26,12
"610",24.03,"2","4","1","0","1","3","0","1",0.32,13
"611",34.23,"3","2","1","1","1","2","0","1",0.31,6
"612",10.5,"4","5","1","0","0","3","1","1",0.09,3
"613",543.56,"1","2","0","0","1","2","1","1",5.22,129
"614",21.36,"2","3","1","1","0","2","0","1",0.19,6
"615",205.76,"4","4","1","1","1","2","0","1",2.01,39
"616",52.55,"2","3","1","1","1","3","0","1",0.47,12
"617",61.21,"2","5","0","1","0","3","1","0",0.54,18
"618",135.14,"3","4","0","1","1","1","1","0",1.16,33
"619",54.01,"2","4","1","1","1","3","0","1",0.58,13
"620",243.21,"4","4","1","1","0","2","1","1",1.9,46
"621",24.97,"5","3","1","0","1","3","0","1",0.23,8
"622",39.9,"3","4","1","1","1","1","1","1",0.36,39
"623",630.92,"4","5","1","0","1","2","1","1",5.44,114
"624",371.13,"4","3","1","1","1","2","0","1",4.53,100
"625",191.12,"1","6","0","1","0","2","1","0",2.53,112
"626",115,"4","3","0","1","1","2","1","1",1.12,29
"627",92.76,"3","4","1","1","1","3","1","1",0.68,18
"628",20.53,"3","5","1","1","0","3","0","1",0.22,16
"629",29.75,"2","5","1","1","1","1","0","1",0.35,34
"630",92.66,"3","3","1","1","1","1","0","1",0.9,115
"631",66.91,"2","5","0","0","0","3","0","0",0.66,28
"632",56.67,"2","5","1","0","0","2","0","1",0.63,13
"633",62.18,"4","5","1","0","0","2","1","1",0.59,12
"634",89.67,"2","5","0","1","1","1","1","1",0.71,48
"635",57.88,"2","6","1","0","1","3","0","1",0.61,21
"636",109.77,"5","2","1","0","0","3","1","1",0.92,34
"637",19.11,"3","4","1","0","0","2","0","1",0.22,7
"638",161.9,"5","4","0","1","1","1","0","1",1.46,57
"639",56.89,"1","6","1","0","1","3","1","1",0.69,24
"640",75.66,"2","4","0","0","1","1","0","1",0.81,38
"641",77.09,"5","4","1","1","1","2","0","1",0.82,23
"642",117.2,"5","2","0","1","0","2","1","1",0.92,26
"643",69.71,"4","3","1","1","1","2","0","1",0.63,15
"644",92.57,"4","1","0","1","1","1","1","1",0.68,26
"645",61.46,"2","2","1","1","1","2","1","1",0.45,11
"646",39.36,"2","1","1","0","0","3","1","1",0.33,5
"647",167.98,"3","6","0","1","0","2","1","1",1.41,39
"648",85.59,"2","4","0","1","1","2","0","1",0.86,24
"649",308.66,"5","3","1","0","1","3","1","1",2.51,60
"650",13.38,"5","6","1","0","1","2","0","1",0.15,4
"651",173.85,"4","3","0","1","1","1","0","1",1.57,151
"652",522.61,"4","1","1","1","0","3","1","0",4.34,101
"653",16.25,"2","5","1","0","1","2","0","1",0.18,9
"654",378.81,"2","5","0","1","0","2","1","0",3.42,109
"655",31.4,"1","2","1","0","0","3","1","1",0.28,7
"656",87.29,"2","3","0","1","1","2","1","1",0.76,16
"657",196.76,"5","5","1","1","1","1","1","1",1.48,56
"658",51.29,"5","6","1","0","1","1","1","1",0.46,16
"659",273.26,"4","5","1","1","0","2","0","1",3.02,56
"660",14.14,"5","5","1","1","1","2","1","1",0.13,3
"661",129.69,"4","2","1","1","1","2","1","1",1.06,98
"662",356.78,"5","4","1","1","0","1","1","0",2.9,73
"663",29.66,"3","2","1","0","0","2","1","1",0.19,5
"664",305.09,"5","1","1","0","1","3","1","1",2.48,58
"665",114.35,"3","5","1","1","1","1","1","1",0.64,21
"666",72.12,"5","4","1","0","1","3","1","1",0.73,27
"667",183.56,"2","5","1","0","0","2","0","1",2.19,72
"668",33.24,"2","6","1","1","1","3","1","1",0.27,7
"669",78.68,"2","5","1","0","0","3","0","1",0.92,24
"670",99.42,"2","3","0","1","1","2","0","1",1.02,52
"671",319.71,"3","5","1","1","1","2","0","0",3.6,110
"672",61,"3","5","1","0","1","1","0","1",0.55,14
"673",413.91,"4","4","0","1","1","2","0","0",3.73,103
"674",229.42,"3","5","1","1","0","1","1","0",1.65,41
"675",287.52,"5","3","1","0","1","1","1","1",2.59,50
"676",57.11,"2","4","0","0","1","2","1","1",0.51,24
"677",190.08,"5","5","1","1","0","1","1","1",1.39,33
"678",12.36,"5","3","1","1","0","2","1","1",0.09,18
"679",280.75,"1","5","0","1","1","2","1","0",2.53,100
"680",26.73,"2","1","1","1","0","1","1","1",0.17,5
"681",247.36,"1","6","0","1","1","1","1","1",2.23,55
"682",272.33,"3","5","1","0","0","3","1","1",2.45,36
"683",155.69,"4","4","1","0","0","3","0","0",1.7,54
"684",97.5,"2","4","1","1","1","1","0","0",0.88,34
"685",69.22,"5","5","1","0","0","3","1","1",0.56,15
"686",432.29,"4","5","1","1","0","3","0","0",3.89,96
"687",28.52,"2","5","1","0","1","2","0","1",0.34,36
"688",76.63,"1","1","0","1","1","2","1","1",0.76,19
"689",87.74,"5","3","1","1","1","2","1","1",0.89,27
"690",10.16,"2","2","1","1","1","1","0","1",0.13,4
"691",63.87,"5","1","1","1","0","3","1","1",0.58,10
"692",32.42,"4","6","0","1","0","2","0","1",0.41,13
"693",55.13,"4","1","1","0","0","3","1","0",0.41,10
"694",20.28,"2","6","1","1","0","2","1","1",0.17,4
"695",183.55,"2","5","0","0","1","2","0","1",1.43,52
"696",182.76,"5","6","1","1","1","2","1","1",1.49,50
"697",12.36,"3","1","1","0","1","3","1","1",0.11,2
"698",40.35,"4","2","0","0","1","3","1","1",0.36,8
"699",42.52,"2","2","1","0","1","1","0","1",0.42,17
"700",102.17,"4","5","1","0","1","3","1","1",0.8,16
"701",94.85,"4","4","1","1","0","1","1","0",0.77,53
"702",25.98,"4","3","1","1","1","2","1","1",0.19,4
"703",292.91,"4","3","0","1","1","1","1","1",2.64,118
"704",36.49,"2","2","1","0","1","3","1","1",0.31,8
"705",2.27,"5","5","0","1","1","2","1","1",0.02,4
"706",204.67,"2","4","1","0","0","2","0","0",1.9,53
"707",52.25,"2","5","1","1","0","2","1","1",0.47,12
"708",559.31,"2","5","1","0","0","3","1","1",3.72,84
"709",25.23,"4","6","1","1","1","2","1","1",0.21,5
"710",217.25,"3","2","1","1","0","2","1","1",1.96,107
"711",239.64,"3","3","1","0","0","3","0","1",2.16,63
"712",11.17,"2","3","1","0","0","3","1","1",0.1,2
"713",4.07,"2","5","1","1","0","1","0","1",0.06,1
"714",13.83,"2","4","1","1","0","2","1","1",0.12,5
"715",40.23,"5","3","0","1","0","2","1","1",0.36,8
"716",18.65,"5","3","1","1","0","2","1","1",0.24,13
"717",51.21,"2","5","1","0","1","3","1","1",0.45,13
"718",93.65,"1","3","0","1","1","2","0","1",1,120
"719",59.32,"1","5","1","1","1","2","1","1",0.5,105
"720",75.83,"2","6","1","1","0","1","0","1",0.89,49
"721",276.76,"3","3","1","0","0","1","1","1",1.93,52
"722",57.56,"2","5","0","1","0","2","1","1",0.35,8
"723",71.74,"2","4","1","1","1","2","1","0",0.56,34
"724",58.88,"3","2","0","1","0","2","1","1",0.51,15
"725",336.19,"3","5","1","1","0","1","1","0",2.78,76
"726",196.98,"5","5","1","1","0","2","1","0",1.75,50
"727",250.9,"3","4","0","1","1","2","1","1",1.77,62
"728",49.61,"4","1","1","0","0","3","1","1",0.33,12
"729",238.51,"4","1","1","0","0","3","1","1",1.47,96
"730",17.99,"3","1","1","0","0","2","0","1",0.19,8
"731",55.44,"4","3","1","1","0","1","0","1",0.62,38
"732",36.12,"4","1","1","0","1","2","1","1",0.26,10
"733",76.71,"2","4","1","0","0","3","1","1",0.69,33
"734",137.18,"3","3","0","1","1","1","0","0",1.57,124
"735",1.94,"4","5","1","0","1","3","0","1",0.02,0
"736",439.38,"4","2","1","0","0","3","0","1",3.96,174
"737",73.35,"3","2","0","0","1","3","0","1",0.8,36
"738",12.67,"2","4","1","0","1","3","1","1",0.09,2
"739",89.71,"2","5","0","1","1","2","0","0",0.89,94
"740",29.6,"4","3","1","1","0","2","1","1",0.21,4
"741",18.6,"3","3","1","0","0","3","0","1",0.2,8
"742",61.26,"1","5","0","0","1","2","1","1",0.55,49
"743",58.9,"5","3","1","1","0","2","1","1",0.45,15
"744",56.98,"2","2","1","1","0","3","1","1",0.51,109
"745",30.75,"4","2","1","0","0","3","1","1",0.25,8
"746",81.73,"2","5","1","1","1","3","0","1",0.6,52
"747",23.47,"3","2","1","0","0","3","0","1",0.21,5
"748",50.84,"5","5","1","0","0","3","0","1",0.5,19
"749",55.6,"2","3","0","1","0","1","0","1",0.5,21
"750",71.52,"2","5","0","1","1","2","1","1",0.67,18
"751",28.97,"3","5","1","0","0","2","1","1",0.27,6
"752",97.31,"4","5","1","1","0","3","1","1",0.72,15
"753",251.22,"3","5","1","0","0","3","0","1",2.83,83
"754",140.45,"5","5","0","1","0","2","1","1",1.19,24
"755",15.25,"3","1","1","0","0","2","0","1",0.17,3
"756",504.95,"5","5","1","1","0","2","1","1",3.84,86
"757",1332.03,"4","5","1","0","1","1","1","0",10.14,165
"758",114.04,"4","3","0","1","1","1","0","1",1.26,43
"759",14.63,"1","3","0","1","0","1","1","1",0.13,4
"760",34.74,"3","4","1","0","0","1","1","1",0.24,6
"761",50.19,"3","5","1","0","0","1","0","1",0.45,14
"762",35.39,"3","2","1","1","1","2","1","1",0.25,8
"763",19.1,"2","3","1","0","0","3","1","1",0.17,5
"764",88.89,"2","6","1","1","1","1","1","1",0.65,25
"765",35.3,"3","5","1","1","0","3","1","1",0.29,100
"766",186.14,"3","3","1","0","1","1","0","1",1.68,45
"767",182.45,"3","4","1","1","1","1","0","1",2.06,54
"768",73.93,"1","3","0","0","1","3","1","1",0.53,21
"769",614.15,"2","5","0","1","1","1","1","1",3.79,107
"770",40.15,"2","1","1","0","0","3","0","1",0.36,12
"771",26.27,"1","4","1","0","1","3","0","1",0.31,30
"772",19.9,"4","3","0","1","1","2","1","1",0.17,11
"773",34.15,"3","1","1","1","0","1","1","1",0.31,7
"774",187.39,"2","5","0","0","1","1","0","1",1.96,69
"775",63.84,"3","3","1","1","1","1","0","1",0.58,56
"776",47.1,"2","6","1","0","0","3","0","1",0.42,11
"777",127.27,"5","6","1","0","1","2","1","1",0.88,29
"778",75.87,"5","4","1","1","1","2","0","1",0.72,17
"779",2920,"2","6","0","1","0","2","1","0",23.43,1156
"780",50.25,"1","1","1","0","1","3","1","1",0.45,26
"781",76.08,"5","4","0","1","1","2","1","1",0.5,101
"782",78.76,"2","1","1","1","0","3","0","1",0.71,9
"783",624.03,"4","4","0","1","1","1","1","0",4.63,170
"784",204.97,"2","4","1","1","1","3","0","1",1.46,32
"785",31.23,"4","4","0","1","1","2","1","1",0.22,13
"786",393.51,"4","1","1","1","0","3","1","1",2.35,44
"787",45.3,"2","3","1","0","0","3","1","1",0.41,10
"788",12.53,"2","6","1","1","1","2","0","1",0.11,4
"789",192.28,"4","5","1","1","1","1","0","1",1.73,86
"790",41.61,"1","3","0","1","1","1","0","0",0.59,24
"791",149.19,"4","2","1","0","1","2","0","1",1.59,78
"792",20.91,"3","1","1","0","0","3","1","1",0.19,7
"793",147.63,"2","6","0","0","0","3","0","1",1.33,41
"794",142.86,"4","3","0","1","1","1","0","1",1.29,50
"795",206.43,"3","4","1","0","0","3","1","1",1.86,28
"796",22.25,"5","4","1","1","1","2","0","1",0.25,7
"797",118.64,"2","6","1","1","1","2","0","1",1.24,37
"798",52.59,"5","5","1","1","1","3","1","1",0.54,17
"799",85.36,"2","4","0","1","1","2","0","1",0.75,32
"800",29.25,"5","5","1","0","1","3","0","1",0.32,12
"801",22.3,"3","1","1","1","0","2","0","1",0.25,6
"802",111.71,"4","2","0","1","1","1","0","1",1.01,55
"803",78.67,"3","5","0","1","1","2","0","1",0.64,37
"804",68.89,"4","6","1","0","0","1","1","1",0.62,15
"805",53.06,"4","4","1","1","1","1","0","1",0.62,38
"806",170.59,"1","4","0","1","1","2","1","0",1.54,58
"807",15.44,"2","1","1","0","0","3","1","1",0.15,2
"808",24.62,"2","3","1","0","0","3","0","1",0.22,7
"809",98.33,"2","2","1","1","0","1","1","1",0.89,18
"810",71.97,"5","3","1","0","0","2","1","1",0.54,20
"811",232.92,"2","5","0","1","1","2","0","0",1.74,53
"812",36.91,"5","5","1","1","1","1","1","1",0.27,11
"813",31.54,"2","1","1","0","0","3","1","1",0.31,9
"814",52.97,"2","3","1","0","0","3","0","1",0.5,10
"815",16.06,"2","3","0","0","0","2","0","1",0.18,8
"816",81.12,"3","1","1","1","1","1","1","1",0.56,15
"817",94.8,"5","4","1","1","1","1","1","1",0.58,14
"818",12.28,"3","4","1","0","0","1","1","1",0.08,7
"819",44.98,"2","6","0","1","1","2","0","1",0.41,19
"820",10.81,"4","2","1","0","0","1","1","1",0.09,3
"821",102.45,"5","5","1","1","0","2","1","1",0.92,27
"822",101.93,"5","4","1","1","1","2","1","1",0.92,23
"823",72.55,"2","4","0","1","1","2","1","1",0.46,13
"824",112.54,"1","6","1","1","1","2","1","1",0.94,53
"825",24.45,"2","2","1","0","0","1","1","1",0.22,9
"826",280.67,"2","6","1","0","1","3","1","1",2.19,40
"827",276.13,"2","5","0","0","1","3","1","0",2.61,98
"828",102.45,"5","2","1","0","1","3","1","1",0.92,36
"829",65.89,"5","1","1","1","0","3","1","1",0.6,13
"830",53.48,"3","5","0","0","0","3","1","1",0.39,13
"831",9.91,"2","2","1","0","0","2","1","1",0.09,3
"832",136.81,"3","4","1","1","1","2","1","0",1.14,41
"833",31.37,"5","4","0","1","1","2","1","1",0.24,11
"834",79.83,"4","4","1","0","1","2","0","1",0.67,70
"835",41,"3","2","1","1","1","1","0","1",0.37,57
"836",22.14,"3","5","1","1","1","1","0","1",0.2,10
"837",40.99,"2","2","1","0","0","2","1","1",0.32,5
"838",763.22,"4","4","0","1","1","1","0","0",8.28,494
"839",11.66,"2","5","1","0","0","3","1","1",0.11,3
"840",28.96,"3","2","1","1","1","2","1","1",0.27,52
"841",105.52,"2","4","0","0","1","2","0","1",1.32,180
"842",149.21,"5","4","1","1","0","2","1","1",1.46,32
"843",72.35,"5","4","1","0","1","1","1","1",0.61,28
"844",15.19,"2","6","1","0","1","3","1","1",0.14,3
"845",436.98,"2","5","1","1","1","2","1","1",3.94,88
"846",24.67,"2","6","1","1","0","2","1","1",0.21,5
"847",142.91,"3","4","1","0","1","2","1","1",1.29,42
"848",15.83,"2","2","1","0","1","3","0","1",0.14,3
"849",18.19,"1","5","1","1","0","2","1","1",0.19,4
"850",106.82,"2","4","0","1","1","1","1","1",0.81,26
"851",308.78,"4","1","1","1","0","3","1","1",2.51,103
"852",19.82,"5","4","1","1","1","2","1","1",0.18,7
"853",15.22,"2","4","1","0","1","3","0","1",0.14,6
"854",16.69,"2","1","1","0","0","2","1","1",0.14,3
"855",257.62,"4","5","1","1","0","2","0","0",2.84,100
"856",163.22,"5","6","0","0","1","1","1","1",1.17,76
"857",332.72,"4","1","1","1","1","1","1","1",2.44,38
"858",166.28,"2","2","0","1","0","2","1","1",1.5,123
"859",49.15,"5","4","1","0","0","3","1","1",0.5,33
"860",64.65,"2","2","1","1","0","2","1","1",0.45,14
"861",56.19,"2","4","1","1","1","2","1","1",0.43,9
"862",0,"4","6","1","1","1","3","1","1",0,32
"863",57.92,"2","5","0","1","1","3","0","1",0.67,43
"864",64.94,"4","4","1","0","0","3","0","1",0.76,57
"865",33.2,"2","4","1","1","1","2","0","1",0.3,3
"866",122.28,"2","3","0","0","1","2","0","1",1.52,43
"867",73.06,"5","2","1","1","0","2","1","1",0.57,14
"868",33.2,"2","4","0","0","1","3","1","1",0.3,14
"869",14.55,"2","1","0","0","0","2","1","1",0.11,2
"870",68.88,"3","5","0","1","0","1","1","1",0.62,18
"871",81.28,"1","3","0","0","1","3","0","1",0.73,24
"872",404.3,"3","5","0","1","0","2","0","1",4.56,102
"873",27.5,"2","3","1","1","0","2","1","1",0.25,9
"874",154.53,"2","5","1","0","0","3","1","0",1.5,46
"875",180.4,"3","5","1","0","1","2","0","1",2.11,58
"876",18.81,"3","4","1","1","1","1","0","1",0.23,10
"877",12.66,"2","1","1","0","1","3","1","1",0.1,1
"878",227.98,"5","2","1","0","1","3","1","1",2.05,64
"879",241.38,"2","6","1","1","1","2","1","1",1.94,43
"880",234.49,"4","4","1","0","1","1","1","1",2.11,44
"881",298.07,"5","3","1","0","1","1","1","1",2.69,51
"882",54.63,"3","6","1","1","1","1","1","1",0.49,13
"883",16.73,"5","3","1","0","0","1","1","1",0.15,3
"884",225.32,"3","5","1","1","0","2","0","1",2.28,91
"885",33.98,"3","5","1","0","0","3","0","1",0.33,12
"886",78.44,"2","3","0","1","1","1","1","1",0.61,61
"887",100.76,"1","4","1","1","1","2","0","1",1.07,30
"888",334.8,"2","5","1","1","0","2","0","0",2.99,62
"889",25.05,"4","2","1","0","0","3","1","1",0.2,6
"890",406.18,"3","5","0","1","1","2","1","1",3.66,53
"891",80.24,"3","1","1","1","0","2","0","1",0.7,12
"892",29.89,"4","2","1","0","1","3","1","1",0.27,10
"893",26.9,"4","4","1","0","0","3","1","1",0.2,6
"894",101.97,"3","6","1","1","0","2","0","0",1.09,46
"895",200.84,"3","5","1","1","1","2","1","0",1.76,50
"896",284.96,"3","5","1","1","1","1","1","1",2.38,62
"897",41.6,"4","4","1","1","1","2","1","1",0.44,18
"898",85.2,"4","5","1","0","0","3","0","1",0.77,24
"899",341.3,"1","4","0","1","1","2","0","1",3.08,109
"900",48.39,"2","3","1","0","1","3","1","1",0.44,11
"901",88.87,"3","5","0","0","1","1","0","1",0.95,43
"902",549.76,"2","6","0","1","0","2","1","0",4.99,152
"903",33.2,"3","4","1","0","1","3","1","1",0.3,73
"904",113.1,"5","3","1","0","0","1","1","1",0.83,44
"905",54.08,"2","2","0","1","0","2","0","1",0.49,90
"906",20.39,"3","3","1","0","0","1","0","1",0.24,21
"907",45.87,"4","4","0","1","1","1","0","1",0.41,48
"908",159.65,"2","5","1","1","1","2","0","1",1.67,59
"909",48.9,"2","6","1","0","1","3","0","0",0.47,17
"910",31.66,"4","5","1","0","0","3","1","1",0.29,7
"911",321.69,"4","4","0","1","1","3","1","0",2.26,100
"912",35.76,"3","2","0","0","0","2","1","1",0.3,9
"913",1145.33,"3","4","0","1","1","1","1","0",7.48,259
"914",9.27,"4","3","1","0","1","3","0","1",0.08,1
"915",106.33,"3","4","0","1","1","1","0","1",1.25,49
"916",97.39,"5","5","1","0","0","3","0","1",0.94,66
"917",149.78,"3","3","0","1","1","1","1","1",1.1,49
"918",133.89,"3","5","0","0","0","2","1","1",1.03,20
"919",251.11,"3","3","1","0","0","1","0","1",2.26,76
"920",98.41,"4","2","0","0","1","3","1","1",0.79,30
"921",26.87,"4","3","1","0","0","2","0","1",0.27,8
"922",132.45,"2","4","1","1","0","1","1","1",0.99,36
"923",272.76,"4","5","1","1","1","1","1","1",2.66,81
"924",41.14,"4","6","1","0","0","3","0","1",0.49,19
"925",288.53,"3","4","1","1","0","1","1","0",2.54,89
"926",37.03,"1","1","1","0","0","3","0","1",0.43,13
